uid,pid,hid,seq,hzone,ozone,dzone,purp,mode,tst,tet,freq
2815,census_1407,census_1407,1,Islington,Camden,Islington,work,car,1094,1099,1000
2816,census_1408,census_1408,0,Barnet,Barnet,Lambeth,work,car,516,547,1000
2817,census_1408,census_1408,1,Barnet,Lambeth,Barnet,work,car,946,977,1000
2818,census_1409,census_1409,0,Bromley,Bromley,Bromley,work,pt,425,432,1000
2819,census_1409,census_1409,1,Bromley,Bromley,Bromley,work,pt,919,926,1000
2820,census_1410,census_1410,0,Merton,Merton,Croydon,education,car,449,458,1000
2821,census_1410,census_1410,1,Merton,Croydon,Merton,education,car,1008,1017,1000
2822,census_1411,census_1411,0,Haringey,Haringey,"Westminster,City of London",work,car,546,563,1000
2823,census_1411,census_1411,1,Haringey,"Westminster,City of London",Haringey,work,car,1065,1082,1000
2824,census_1412,census_1412,0,"Westminster,City of London","Westminster,City of London",Hammersmith and Fulham,work,pt,504,511,1000
2825,census_1412,census_1412,1,"Westminster,City of London",Hammersmith and Fulham,"Westminster,City of London",work,pt,1013,1020,1000
2826,census_1413,census_1413,0,Hillingdon,Hillingdon,Hillingdon,work,pt,484,487,1000
2827,census_1413,census_1413,1,Hillingdon,Hillingdon,Hillingdon,work,pt,1039,1042,1000
2828,census_1414,census_1414,0,Bexley,Bexley,Bexley,work,car,623,630,1000
2829,census_1414,census_1414,1,Bexley,Bexley,Bexley,work,car,1096,1103,1000
2830,census_1415,census_1415,0,Camden,Camden,"Westminster,City of London",education,pt,471,484,1000
2831,census_1415,census_1415,1,Camden,"Westminster,City of London",Camden,education,pt,1006,1019,1000
2832,census_1416,census_1416,0,Lewisham,Lewisham,Bromley,work,pt,466,479,1000
2833,census_1416,census_1416,1,Lewisham,Bromley,Lewisham,work,pt,996,1009,1000
2834,census_1417,census_1417,0,Southwark,Southwark,Islington,work,pt,430,443,1000
2835,census_1417,census_1417,1,Southwark,Islington,Southwark,work,pt,993,1006,1000
2836,census_1418,census_1418,0,Barking and Dagenham,Barking and Dagenham,Haringey,work,pt,442,473,1000
2837,census_1418,census_1418,1,Barking and Dagenham,Haringey,Barking and Dagenham,work,pt,1043,1074,1000
2838,census_1419,census_1419,0,Haringey,Haringey,Hackney,work,pt,434,441,1000
2839,census_1419,census_1419,1,Haringey,Hackney,Haringey,work,pt,941,948,1000
2840,census_1420,census_1420,0,Barking and Dagenham,Barking and Dagenham,Tower Hamlets,work,car,494,523,1000
2841,census_1420,census_1420,1,Barking and Dagenham,Tower Hamlets,Barking and Dagenham,work,car,1031,1060,1000
2842,census_1421,census_1421,0,Enfield,Enfield,Enfield,work,pt,455,468,1000
2843,census_1421,census_1421,1,Enfield,Enfield,Enfield,work,pt,944,957,1000
2844,census_1422,census_1422,0,Waltham Forest,Waltham Forest,Lambeth,education,pt,532,567,1000
2845,census_1422,census_1422,1,Waltham Forest,Lambeth,Waltham Forest,education,pt,1028,1063,1000
2846,census_1423,census_1423,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",work,car,502,513,1000
2847,census_1423,census_1423,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,work,car,1106,1117,1000
2848,census_1424,census_1424,0,Enfield,Enfield,Hackney,work,pt,472,491,1000
2849,census_1424,census_1424,1,Enfield,Hackney,Enfield,work,pt,954,973,1000
2850,census_1425,census_1425,0,Richmond upon Thames,Richmond upon Thames,Wandsworth,work,pt,457,462,1000
2851,census_1425,census_1425,1,Richmond upon Thames,Wandsworth,Richmond upon Thames,work,pt,1054,1059,1000
2852,census_1426,census_1426,0,Hillingdon,Hillingdon,Hillingdon,education,pt,581,590,1000
2853,census_1426,census_1426,1,Hillingdon,Hillingdon,Hillingdon,education,pt,1064,1073,1000
2854,census_1427,census_1427,0,"Westminster,City of London","Westminster,City of London",Camden,work,pt,562,565,1000
2855,census_1427,census_1427,1,"Westminster,City of London",Camden,"Westminster,City of London",work,pt,1193,1196,1000
2856,census_1428,census_1428,0,Croydon,Croydon,Croydon,work,pt,437,440,1000
2857,census_1428,census_1428,1,Croydon,Croydon,Croydon,work,pt,995,998,1000
2858,census_1429,census_1429,0,Islington,Islington,"Westminster,City of London",education,pt,486,497,1000
2859,census_1429,census_1429,1,Islington,"Westminster,City of London",Islington,education,pt,955,966,1000
2860,census_1430,census_1430,0,"Westminster,City of London","Westminster,City of London",Hammersmith and Fulham,work,car,586,601,1000
2861,census_1430,census_1430,1,"Westminster,City of London",Hammersmith and Fulham,"Westminster,City of London",work,car,1093,1108,1000
2862,census_1431,census_1431,0,Hammersmith and Fulham,Hammersmith and Fulham,Brent,work,pt,468,477,1000
2863,census_1431,census_1431,1,Hammersmith and Fulham,Brent,Hammersmith and Fulham,work,pt,921,930,1000
2864,census_1432,census_1432,0,Lewisham,Lewisham,"Westminster,City of London",work,pt,509,526,1000
2865,census_1432,census_1432,1,Lewisham,"Westminster,City of London",Lewisham,work,pt,1051,1068,1000
2866,census_1433,census_1433,0,Hackney,Hackney,Tower Hamlets,work,pt,493,498,1000
2867,census_1433,census_1433,1,Hackney,Tower Hamlets,Hackney,work,pt,1069,1074,1000
2868,census_1434,census_1434,0,Ealing,Ealing,Ealing,work,car,527,528,1000
2869,census_1434,census_1434,1,Ealing,Ealing,Ealing,work,car,1086,1087,1000
2870,census_1435,census_1435,0,Lewisham,Lewisham,"Westminster,City of London",education,pt,498,517,1000
2871,census_1435,census_1435,1,Lewisham,"Westminster,City of London",Lewisham,education,pt,1082,1101,1000
2872,census_1436,census_1436,0,Barnet,Barnet,Camden,work,pt,537,552,1000
2873,census_1436,census_1436,1,Barnet,Camden,Barnet,work,pt,1037,1052,1000
2874,census_1437,census_1437,0,Waltham Forest,Waltham Forest,Redbridge,education,pt,542,557,1000
2875,census_1437,census_1437,1,Waltham Forest,Redbridge,Waltham Forest,education,pt,1041,1056,1000
2876,census_1438,census_1438,0,Islington,Islington,"Westminster,City of London",work,car,520,533,1000
2877,census_1438,census_1438,1,Islington,"Westminster,City of London",Islington,work,car,985,998,1000
2878,census_1439,census_1439,0,Southwark,Southwark,Lambeth,work,pt,443,452,1000
2879,census_1439,census_1439,1,Southwark,Lambeth,Southwark,work,pt,921,930,1000
2880,census_1440,census_1440,0,Camden,Camden,"Westminster,City of London",work,car,452,455,1000
2881,census_1440,census_1440,1,Camden,"Westminster,City of London",Camden,work,car,909,912,1000
2882,census_1441,census_1441,0,Brent,Brent,Brent,work,pt,506,515,1000
2883,census_1441,census_1441,1,Brent,Brent,Brent,work,pt,1044,1053,1000
2884,census_1442,census_1442,0,Croydon,Croydon,Sutton,education,car,494,503,1000
2885,census_1442,census_1442,1,Croydon,Sutton,Croydon,education,car,1128,1137,1000
2886,census_1443,census_1443,0,Southwark,Southwark,Southwark,education,pt,527,534,1000
2887,census_1443,census_1443,1,Southwark,Southwark,Southwark,education,pt,984,991,1000
2888,census_1444,census_1444,0,Southwark,Southwark,Lambeth,work,car,428,439,1000
2889,census_1444,census_1444,1,Southwark,Lambeth,Southwark,work,car,963,974,1000
2890,census_1445,census_1445,0,Enfield,Enfield,Barnet,education,car,471,488,1000
2891,census_1445,census_1445,1,Enfield,Barnet,Enfield,education,car,1021,1038,1000
2892,census_1446,census_1446,0,Southwark,Southwark,Southwark,education,pt,484,489,1000
2893,census_1446,census_1446,1,Southwark,Southwark,Southwark,education,pt,1012,1017,1000
2894,census_1447,census_1447,0,Wandsworth,Wandsworth,"Westminster,City of London",education,car,492,503,1000
2895,census_1447,census_1447,1,Wandsworth,"Westminster,City of London",Wandsworth,education,car,1024,1035,1000
2896,census_1448,census_1448,0,Ealing,Ealing,Hammersmith and Fulham,work,pt,564,579,1000
2897,census_1448,census_1448,1,Ealing,Hammersmith and Fulham,Ealing,work,pt,1133,1148,1000
2898,census_1449,census_1449,0,Lewisham,Lewisham,Tower Hamlets,work,pt,424,439,1000
2899,census_1449,census_1449,1,Lewisham,Tower Hamlets,Lewisham,work,pt,1005,1020,1000
2900,census_1450,census_1450,0,Tower Hamlets,Tower Hamlets,Haringey,work,car,516,539,1000
2901,census_1450,census_1450,1,Tower Hamlets,Haringey,Tower Hamlets,work,car,1054,1077,1000
2902,census_1451,census_1451,0,Lambeth,Lambeth,"Westminster,City of London",education,pt,477,490,1000
2903,census_1451,census_1451,1,Lambeth,"Westminster,City of London",Lambeth,education,pt,1052,1065,1000
2904,census_1452,census_1452,0,Newham,Newham,"Westminster,City of London",work,car,512,531,1000
2905,census_1452,census_1452,1,Newham,"Westminster,City of London",Newham,work,car,1011,1030,1000
2906,census_1453,census_1453,0,Brent,Brent,"Westminster,City of London",work,pt,428,437,1000
2907,census_1453,census_1453,1,Brent,"Westminster,City of London",Brent,work,pt,942,951,1000
2908,census_1454,census_1454,0,Barnet,Barnet,Barnet,work,car,431,434,1000
2909,census_1454,census_1454,1,Barnet,Barnet,Barnet,work,car,922,925,1000
2910,census_1455,census_1455,0,Hammersmith and Fulham,Hammersmith and Fulham,Ealing,work,pt,444,459,1000
2911,census_1455,census_1455,1,Hammersmith and Fulham,Ealing,Hammersmith and Fulham,work,pt,1049,1064,1000
2912,census_1456,census_1456,0,Ealing,Ealing,Hillingdon,work,pt,500,521,1000
2913,census_1456,census_1456,1,Ealing,Hillingdon,Ealing,work,pt,953,974,1000
2914,census_1457,census_1457,0,Southwark,Southwark,"Westminster,City of London",work,pt,499,504,1000
2915,census_1457,census_1457,1,Southwark,"Westminster,City of London",Southwark,work,pt,1054,1059,1000
2916,census_1458,census_1458,0,Bromley,Bromley,Bromley,work,pt,476,495,1000
2917,census_1458,census_1458,1,Bromley,Bromley,Bromley,work,pt,1072,1091,1000
2918,census_1459,census_1459,0,Havering,Havering,Havering,work,pt,504,525,1000
2919,census_1459,census_1459,1,Havering,Havering,Havering,work,pt,1015,1036,1000
2920,census_1460,census_1460,0,Barnet,Barnet,Southwark,work,pt,499,536,1000
2921,census_1460,census_1460,1,Barnet,Southwark,Barnet,work,pt,1037,1074,1000
2922,census_1461,census_1461,0,Wandsworth,Wandsworth,"Westminster,City of London",work,car,450,459,1000
2923,census_1461,census_1461,1,Wandsworth,"Westminster,City of London",Wandsworth,work,car,942,951,1000
2924,census_1462,census_1462,0,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,work,pt,465,474,1000
2925,census_1462,census_1462,1,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,work,pt,978,987,1000
2926,census_1463,census_1463,0,Wandsworth,Wandsworth,Lambeth,work,pt,540,545,1000
2927,census_1463,census_1463,1,Wandsworth,Lambeth,Wandsworth,work,pt,1026,1031,1000
2928,census_1464,census_1464,0,Haringey,Haringey,Hounslow,work,car,486,529,1000
2929,census_1464,census_1464,1,Haringey,Hounslow,Haringey,work,car,950,993,1000
2930,census_1465,census_1465,0,Lewisham,Lewisham,Southwark,work,pt,573,578,1000
2931,census_1465,census_1465,1,Lewisham,Southwark,Lewisham,work,pt,1031,1036,1000
2932,census_1466,census_1466,0,Hillingdon,Hillingdon,Hillingdon,work,pt,500,507,1000
2933,census_1466,census_1466,1,Hillingdon,Hillingdon,Hillingdon,work,pt,966,973,1000
2934,census_1467,census_1467,0,Kingston upon Thames,Kingston upon Thames,Richmond upon Thames,work,pt,469,478,1000
2935,census_1467,census_1467,1,Kingston upon Thames,Richmond upon Thames,Kingston upon Thames,work,pt,966,975,1000
2936,census_1468,census_1468,0,Lambeth,Lambeth,"Westminster,City of London",work,car,466,475,1000
2937,census_1468,census_1468,1,Lambeth,"Westminster,City of London",Lambeth,work,car,1060,1069,1000
2938,census_1469,census_1469,0,Hillingdon,Hillingdon,Tower Hamlets,education,pt,414,467,1000
2939,census_1469,census_1469,1,Hillingdon,Tower Hamlets,Hillingdon,education,pt,966,1019,1000
2940,census_1470,census_1470,0,Kensington and Chelsea,Kensington and Chelsea,Camden,education,pt,459,468,1000
2941,census_1470,census_1470,1,Kensington and Chelsea,Camden,Kensington and Chelsea,education,pt,934,943,1000
2942,census_1471,census_1471,0,Tower Hamlets,Tower Hamlets,Islington,work,pt,525,536,1000
2943,census_1471,census_1471,1,Tower Hamlets,Islington,Tower Hamlets,work,pt,1039,1050,1000
2944,census_1472,census_1472,0,Newham,Newham,"Westminster,City of London",education,pt,515,544,1000
2945,census_1472,census_1472,1,Newham,"Westminster,City of London",Newham,education,pt,992,1021,1000
2946,census_1473,census_1473,0,"Westminster,City of London","Westminster,City of London",Camden,work,pt,455,462,1000
2947,census_1473,census_1473,1,"Westminster,City of London",Camden,"Westminster,City of London",work,pt,935,942,1000
2948,census_1474,census_1474,0,Bexley,Bexley,Bexley,work,pt,510,525,1000
2949,census_1474,census_1474,1,Bexley,Bexley,Bexley,work,pt,1073,1088,1000
2950,census_1475,census_1475,0,Hammersmith and Fulham,Hammersmith and Fulham,Harrow,education,pt,453,484,1000
2951,census_1475,census_1475,1,Hammersmith and Fulham,Harrow,Hammersmith and Fulham,education,pt,946,977,1000
2952,census_1476,census_1476,0,Wandsworth,Wandsworth,Camden,work,pt,506,525,1000
2953,census_1476,census_1476,1,Wandsworth,Camden,Wandsworth,work,pt,989,1008,1000
2954,census_1477,census_1477,0,Newham,Newham,Newham,work,pt,458,465,1000
2955,census_1477,census_1477,1,Newham,Newham,Newham,work,pt,926,933,1000
2956,census_1478,census_1478,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,504,509,1000
2957,census_1478,census_1478,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,1098,1103,1000
2958,census_1479,census_1479,0,Tower Hamlets,Tower Hamlets,Kensington and Chelsea,work,pt,422,443,1000
2959,census_1479,census_1479,1,Tower Hamlets,Kensington and Chelsea,Tower Hamlets,work,pt,933,954,1000
2960,census_1480,census_1480,0,Wandsworth,Wandsworth,"Westminster,City of London",work,car,511,520,1000
2961,census_1480,census_1480,1,Wandsworth,"Westminster,City of London",Wandsworth,work,car,970,979,1000
2962,census_1481,census_1481,0,Bromley,Bromley,"Westminster,City of London",education,pt,416,445,1000
2963,census_1481,census_1481,1,Bromley,"Westminster,City of London",Bromley,education,pt,930,959,1000
2964,census_1482,census_1482,0,Sutton,Sutton,Croydon,work,pt,530,543,1000
2965,census_1482,census_1482,1,Sutton,Croydon,Sutton,work,pt,999,1012,1000
2966,census_1483,census_1483,0,Croydon,Croydon,Bromley,work,pt,457,474,1000
2967,census_1483,census_1483,1,Croydon,Bromley,Croydon,work,pt,994,1011,1000
2968,census_1484,census_1484,0,Enfield,Enfield,Enfield,work,pt,495,498,1000
2969,census_1484,census_1484,1,Enfield,Enfield,Enfield,work,pt,1086,1089,1000
2970,census_1485,census_1485,0,Barnet,Barnet,"Westminster,City of London",work,pt,437,466,1000
2971,census_1485,census_1485,1,Barnet,"Westminster,City of London",Barnet,work,pt,945,974,1000
2972,census_1486,census_1486,0,Croydon,Croydon,"Westminster,City of London",work,pt,616,645,1000
2973,census_1486,census_1486,1,Croydon,"Westminster,City of London",Croydon,work,pt,1202,1231,1000
2974,census_1487,census_1487,0,Hackney,Hackney,Haringey,work,pt,491,506,1000
2975,census_1487,census_1487,1,Hackney,Haringey,Hackney,work,pt,1054,1069,1000
2976,census_1488,census_1488,0,Havering,Havering,Brent,work,pt,409,468,1000
2977,census_1488,census_1488,1,Havering,Brent,Havering,work,pt,884,943,1000
2978,census_1489,census_1489,0,Barnet,Barnet,Barnet,work,pt,531,542,1000
2979,census_1489,census_1489,1,Barnet,Barnet,Barnet,work,pt,970,981,1000
2980,census_1490,census_1490,0,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,498,503,1000
2981,census_1490,census_1490,1,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,1136,1141,1000
2982,census_1491,census_1491,0,Newham,Newham,Tower Hamlets,work,pt,611,620,1000
2983,census_1491,census_1491,1,Newham,Tower Hamlets,Newham,work,pt,1142,1151,1000
2984,census_1492,census_1492,0,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,work,pt,439,450,1000
2985,census_1492,census_1492,1,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,work,pt,946,957,1000
2986,census_1493,census_1493,0,Waltham Forest,Waltham Forest,Redbridge,education,pt,568,581,1000
2987,census_1493,census_1493,1,Waltham Forest,Redbridge,Waltham Forest,education,pt,1140,1153,1000
2988,census_1494,census_1494,0,Havering,Havering,Havering,education,pt,431,440,1000
2989,census_1494,census_1494,1,Havering,Havering,Havering,education,pt,972,981,1000
2990,census_1495,census_1495,0,Kensington and Chelsea,Kensington and Chelsea,Tower Hamlets,education,pt,457,484,1000
2991,census_1495,census_1495,1,Kensington and Chelsea,Tower Hamlets,Kensington and Chelsea,education,pt,889,916,1000
2992,census_1496,census_1496,0,Hillingdon,Hillingdon,Hillingdon,work,pt,534,541,1000
2993,census_1496,census_1496,1,Hillingdon,Hillingdon,Hillingdon,work,pt,1131,1138,1000
2994,census_1497,census_1497,0,Havering,Havering,Havering,work,pt,493,494,1000
2995,census_1497,census_1497,1,Havering,Havering,Havering,work,pt,1015,1016,1000
2996,census_1498,census_1498,0,Wandsworth,Wandsworth,Merton,work,pt,558,569,1000
2997,census_1498,census_1498,1,Wandsworth,Merton,Wandsworth,work,pt,1039,1050,1000
2998,census_1499,census_1499,0,Bexley,Bexley,Greenwich,work,pt,433,454,1000
2999,census_1499,census_1499,1,Bexley,Greenwich,Bexley,work,pt,916,937,1000
3000,census_1500,census_1500,0,Tower Hamlets,Tower Hamlets,Camden,work,car,457,474,1000
3001,census_1500,census_1500,1,Tower Hamlets,Camden,Tower Hamlets,work,car,891,908,1000
3002,census_1501,census_1501,0,Bromley,Bromley,"Westminster,City of London",education,pt,482,523,1000
3003,census_1501,census_1501,1,Bromley,"Westminster,City of London",Bromley,education,pt,983,1024,1000
3004,census_1502,census_1502,0,Brent,Brent,Hounslow,work,pt,503,524,1000
3005,census_1502,census_1502,1,Brent,Hounslow,Brent,work,pt,1074,1095,1000
3006,census_1503,census_1503,0,Enfield,Enfield,Redbridge,work,pt,564,597,1000
3007,census_1503,census_1503,1,Enfield,Redbridge,Enfield,work,pt,1080,1113,1000
3008,census_1504,census_1504,0,Barnet,Barnet,Barnet,work,pt,469,476,1000
3009,census_1504,census_1504,1,Barnet,Barnet,Barnet,work,pt,1070,1077,1000
3010,census_1505,census_1505,0,Lambeth,Lambeth,Lambeth,work,pt,512,515,1000
3011,census_1505,census_1505,1,Lambeth,Lambeth,Lambeth,work,pt,1082,1085,1000
